year,month,mean_australia,std_australia,mean_southern,std_southern,month_start
2019,7,8.06702,0.01827,8.06548,0.0115,1/07/2019
2019,8,8.0662,0.01868,8.06154,0.01397,1/08/2019
2019,9,8.06668,0.01878,8.06423,0.01413,1/09/2019
2019,10,8.0675,0.02029,8.06533,0.0159,1/10/2019
2019,11,8.07002,0.02177,8.07715,0.02033,1/11/2019
2019,12,8.07164,0.02587,8.09716,0.02357,1/12/2019
2020,1,8.07147,0.02637,8.09903,0.02925,1/01/2020
2020,2,8.06843,0.02551,8.09424,0.02767,1/02/2020
2020,3,8.06711,0.0239,8.08935,0.0228,1/03/2020
2020,4,8.06835,0.02069,8.08305,0.01336,1/04/2020
2020,5,8.06679,0.01979,8.07481,0.01107,1/05/2020
2020,6,8.06599,0.0184,8.06769,0.00877,1/06/2020
2020,7,8.06369,0.01871,8.06095,0.01055,1/07/2020
2020,8,8.06292,0.0195,8.05692,0.01178,1/08/2020
2020,9,8.06349,0.01954,8.06008,0.01442,1/09/2020
2020,10,8.06364,0.02072,8.06437,0.01456,1/10/2020
2020,11,8.06557,0.0226,8.07523,0.01822,1/11/2020
2020,12,8.06805,0.02605,8.09248,0.02504,1/12/2020
2021,1,8.06732,0.02801,8.09549,0.0313,1/01/2021
2021,2,8.06622,0.0268,8.09046,0.03218,1/02/2021
2021,3,8.06561,0.02424,8.08628,0.02421,1/03/2021
2021,4,8.06658,0.02126,8.08316,0.0158,1/04/2021
2021,5,8.0649,0.01931,8.07234,0.01073,1/05/2021
2021,6,8.06397,0.01874,8.06523,0.00826,1/06/2021
2021,7,8.06385,0.01905,8.06066,0.01128,1/07/2021
2021,8,8.06213,0.01869,8.05902,0.01329,1/08/2021
2021,9,8.0616,0.01975,8.05952,0.01163,1/09/2021
2021,10,8.062,0.02156,8.05987,0.01342,1/10/2021
2021,11,8.0631,0.02298,8.07146,0.01603,1/11/2021
2021,12,8.06491,0.02521,8.08909,0.02239,1/12/2021
2022,1,8.06424,0.02698,8.09162,0.03241,1/01/2022
2022,2,8.06266,0.02591,8.08692,0.03124,1/02/2022
2022,3,8.06111,0.02366,8.08116,0.02348,1/03/2022
2022,4,8.06158,0.02083,8.07639,0.01542,1/04/2022
2022,5,8.06109,0.02011,8.06821,0.01052,1/05/2022
2022,6,8.06051,0.01895,8.06172,0.00683,1/06/2022
2022,7,8.05831,0.01895,8.0556,0.00925,1/07/2022
2022,8,8.05743,0.01927,8.05303,0.01107,1/08/2022
2022,9,8.05657,0.02027,8.05275,0.01165,1/09/2022
2022,10,8.05674,0.02145,8.05515,0.01275,1/10/2022
2022,11,8.05958,0.02295,8.06783,0.0163,1/11/2022
2022,12,8.06137,0.02604,8.08513,0.02416,1/12/2022
