Latitude,Longitude,Season,sst
-34.0,126.0,Spring,16.214594003589742
-34.0,126.0,Summer,19.318161987179487
-34.0,126.0,Winter,16.228590455128206
-34.0,128.0,Autumn,19.17366330769231
-34.0,128.0,Spring,16.130558485384615
-34.0,128.0,Summer,19.301258507179487
-34.0,128.0,Winter,16.058329506410256
-34.0,130.0,Autumn,19.11881226923077
-34.0,130.0,Spring,16.133781373076925
-34.0,130.0,Summer,19.254401111794873
-34.0,130.0,Winter,16.07089625
-34.0,132.0,Autumn,19.083541884615386
-34.0,132.0,Spring,16.21067976923077
-34.0,132.0,Summer,19.21786833846154
-34.0,132.0,Winter,16.211862282051282
-34.0,134.0,Autumn,18.997905166666666
-34.0,134.0,Spring,16.172930836410256
-34.0,134.0,Summer,19.17064968051282
-34.0,134.0,Winter,16.227208532051282
-34.0,136.0,Autumn,18.804214833333333
-34.0,136.0,Spring,15.954693120000002
-34.0,136.0,Summer,19.125183516410257
-34.0,136.0,Winter,15.97503341025641
-34.0,138.0,Autumn,18.52117817948718
-34.0,138.0,Spring,15.713201490512821
-34.0,138.0,Summer,18.97877436923077
-34.0,138.0,Winter,15.686388673076925
-34.0,152.0,Autumn,23.206003294871795
-34.0,152.0,Spring,19.911053163589745
-34.0,152.0,Summer,23.94546890615385
-34.0,152.0,Winter,19.224128358974358
-34.0,154.0,Autumn,23.25063946153846
-34.0,154.0,Spring,20.03478365692308
-34.0,154.0,Summer,23.94486720358974
-34.0,154.0,Winter,19.377631717948717
-34.0,156.0,Autumn,22.950190666666668
-34.0,156.0,Spring,19.75148652923077
-34.0,156.0,Summer,23.568572010256407
-34.0,156.0,Winter,19.214630564102563
-34.0,158.0,Autumn,22.517891358974357
-34.0,158.0,Spring,19.309079874871795
-34.0,158.0,Summer,23.07917898820513
-34.0,158.0,Winter,18.92938591025641
-34.0,160.0,Autumn,22.100649384615384
-34.0,160.0,Spring,18.908842749230768
-34.0,160.0,Summer,22.627467043589746
-34.0,160.0,Winter,18.664019448717948
-32.0,110.0,Autumn,20.724275705128207
-32.0,110.0,Spring,18.017246312820514
-32.0,110.0,Summer,20.474153973846153
-32.0,110.0,Winter,18.358753076923076
-32.0,112.0,Autumn,21.394875346153842
-32.0,112.0,Spring,18.548592904102563
-32.0,112.0,Summer,20.928510027692308
-32.0,112.0,Winter,19.068378961538464
-32.0,114.0,Autumn,21.972728615384614
-32.0,114.0,Spring,18.945903192307693
-32.0,114.0,Summer,21.32604377846154
-32.0,114.0,Winter,19.601797333333334
-32.0,116.0,Autumn,22.070964576923075
-32.0,116.0,Spring,18.946288693846153
-32.0,116.0,Summer,21.37148066871795
-32.0,116.0,Winter,19.62775241025641
-32.0,126.0,Autumn,19.737692371794875
-32.0,126.0,Spring,16.73564998153846
-32.0,126.0,Summer,19.82896744
-32.0,126.0,Winter,16.661293884615386
-32.0,128.0,Autumn,19.799506141025642
-32.0,128.0,Spring,16.762655526666666
-32.0,128.0,Summer,19.9327949
-32.0,128.0,Winter,16.62707073076923
-32.0,130.0,Autumn,19.771088705128207
-32.0,130.0,Spring,16.787818883076923
-32.0,130.0,Summer,19.951932806666665
-32.0,130.0,Winter,16.648922025641028
-32.0,132.0,Autumn,19.659115833333335
-32.0,132.0,Spring,16.816407925128207
-32.0,132.0,Summer,19.8692380174359
-32.0,132.0,Winter,16.71213480769231
-32.0,134.0,Autumn,19.448863205128205
-32.0,134.0,Spring,16.672345717179486
-32.0,134.0,Summer,19.674928621025643
-32.0,134.0,Winter,16.616238147435897
-32.0,154.0,Autumn,24.03589032051282
-32.0,154.0,Spring,21.132549975897437
-32.0,154.0,Summer,24.782835404102567
-32.0,154.0,Winter,20.415852705128206
-32.0,156.0,Autumn,23.712055615384614
-32.0,156.0,Spring,20.800226628717947
-32.0,156.0,Summer,24.40294360923077
-32.0,156.0,Winter,20.206647384615387
-32.0,158.0,Autumn,23.27334043589744
-32.0,158.0,Spring,20.29706257692308
-32.0,158.0,Summer,23.895100818974356
-32.0,158.0,Winter,19.872523064102563
-32.0,160.0,Autumn,22.90126567948718
-32.0,160.0,Spring,19.874695775897436
-32.0,160.0,Summer,23.458688884615384
-32.0,160.0,Winter,19.589964423076925
-30.0,110.0,Autumn,21.941679500000003
-30.0,110.0,Spring,19.264300554871795
-30.0,110.0,Summer,21.516537285641025
-30.0,110.0,Winter,19.70385003846154
-30.0,112.0,Autumn,22.60438253846154
-30.0,112.0,Spring,19.654138198974362
-30.0,112.0,Summer,21.923641213846153
-30.0,112.0,Winter,20.35197946153846
-30.0,114.0,Autumn,23.054988589743587
-30.0,114.0,Spring,19.87503750205128
-30.0,114.0,Summer,22.191071192820516
-30.0,114.0,Winter,20.735400307692306
-30.0,154.0,Autumn,24.597294807692307
-30.0,154.0,Spring,21.962268141538463
-30.0,154.0,Summer,25.38063593794872
-30.0,154.0,Winter,21.225790192307695
-30.0,156.0,Autumn,24.22985644871795
-30.0,156.0,Spring,21.536143704615387
-30.0,156.0,Summer,24.94543120974359
-30.0,156.0,Winter,20.944563717948718
-30.0,158.0,Autumn,23.802654602564104
-30.0,158.0,Spring,21.003336136923078
-30.0,158.0,Summer,24.425231276410255
-30.0,158.0,Winter,20.5978125
-30.0,160.0,Autumn,23.493623333333332
-30.0,160.0,Spring,20.609822367179486
-30.0,160.0,Summer,24.038713110769233
-30.0,160.0,Winter,20.330063525641027
-28.0,110.0,Autumn,23.1950848974359
-28.0,110.0,Spring,20.321434517948717
-28.0,110.0,Summer,22.547222981538464
-28.0,110.0,Winter,20.921510205128204
-28.0,112.0,Autumn,23.86122108974359
-28.0,112.0,Spring,20.593581987179487
-28.0,112.0,Summer,22.929222398461537
