year,season,lat,sst
2023,Autumn,-20.0,27.60852090909091
2023,Autumn,-10.0,29.356065294871797
2023,Spring,-40.0,13.693168237179487
2023,Spring,-30.0,20.726294380952382
2023,Spring,-20.0,25.167467636363636
2023,Spring,-10.0,27.97165696153846
2023,Summer,-40.0,16.85001067948718
2023,Summer,-30.0,23.455947238095238
2023,Summer,-20.0,27.632942333333332
2023,Summer,-10.0,29.354234807692308
2023,Winter,-40.0,13.374520801282053
2023,Winter,-30.0,20.44310942857143
2023,Winter,-20.0,24.386607393939396
2023,Winter,-10.0,27.29747385897436
2024,Autumn,-40.0,16.739269730769234
2024,Autumn,-30.0,23.966906857142856
2024,Autumn,-20.0,27.670865939393938
2024,Autumn,-10.0,29.575333384615387
2024,Spring,-40.0,13.662423301282052
2024,Spring,-30.0,20.98264257142857
2024,Spring,-20.0,25.684406606060605
2024,Spring,-10.0,28.755109333333333
2024,Summer,-40.0,17.10750467307692
2024,Summer,-30.0,24.076762095238095
2024,Summer,-20.0,28.09755033333333
2024,Summer,-10.0,29.9312931025641
2024,Winter,-40.0,13.918944544871794
2024,Winter,-30.0,20.921711285714284
2024,Winter,-20.0,24.86142615151515
2024,Winter,-10.0,27.511597692307692


